Date,Close,Open,High,Low,Volume,Change%
2023-04-18,81.45,81.4025,81.918,81.2403,,0.06%
2023-04-17,81.4025,81.79,82.2,81.1904,,-0.47%
2023-04-14,81.79,81.4,81.905,81.2068,,0.48%
2023-04-13,81.4,81.95,82.065,81.2838,,-0.67%
2023-04-12,81.95,81.965,82.3915,81.8105,,-0.02%
2023-04-11,81.965,81.6125,82.5355,81.6125,,0.43%
2023-04-10,81.6125,81.1275,82.0957,80.9305,,0.60%
2023-04-07,81.1275,81.375,83.4458,80.7848,,-0.30%
2023-04-06,81.375,79.835,81.3938,79.7525,,1.93%
2023-04-05,79.835,79.52,79.8558,79.2021,,0.40%
2023-04-04,79.52,78.74,79.567,78.736,,0.99%
2023-04-03,78.74,77.5975,78.83,77.3763,,1.47%
2023-03-31,77.5975,77.08,77.9058,76.9227,,0.67%
2023-03-30,77.08,77.155,77.3023,76.8978,,-0.10%
2023-03-29,77.155,76.9,77.2,76.6865,,0.33%
2023-03-28,76.9,76.68,77.02,76.3272,,0.29%
2023-03-27,76.68,77.075,77.2142,76.4442,,-0.51%
2023-03-24,77.075,76.0,77.1211,76.0,,1.41%
2023-03-23,76.0,77.0575,77.0575,75.7403,,-1.37%
